SeneddID,CategoryCaption,CategoryID,EntryInRespectOf,EntrySubject
303,1. Category 1: Directorships,1,Member,Fuze Ltd - retail business (SO 4.3 - Band 1 - Less than 5 hours per week).
303,6. Category 6: Financial sponsorship,6,Candidate,2021 Senedd election expenses met by the Welsh Conservative Party and Montgomeryshire Conservative Association.
303,9. Category 9: Shareholdings,9,Member,89 Shares with a value of £1 each in Fuze Ltd - retail business
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice-President – Montgomery Waterway Restoration Trust
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Area President – Montgomeryshire Area Scout Council
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member – Montgomeryshire Wildlife Trust
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member – Hope Church Newtown
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Vice President – Montgomeryshire MND Association
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Patron – Newtown and District Canine Society
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Member – Newtown Twinning Association
303,10. Category 10:Membership/Chairmanship of bodies in receipt of Senedd funds,10,Member,Trustee – The Evan Roberts Institute
